#N 	Name 	S[cm] 	L[cm] 	B[kG] 	G[kG/cm]   S[kG/cm/cm] 	Tilt[deg] 	Tilt_out 	BendAng[deg]
168 	R186 	6475.53 	50   D_E[MeV]=3.6875  E_out[MeV]=321.614
169 	D10007 	6541.59 	66.06  
170 	R187 	6591.59 	50   D_E[MeV]=3.6875  E_out[MeV]=325.302
171 	D10006 	6616.59 	25  
172 	R188 	6666.59 	50   D_E[MeV]=3.6875  E_out[MeV]=328.989
173 	D10014 	6743.86 	77.2679  
174 	MBT1L09H 	6743.86 	1e-006 	0 	0 	0 	0
175 	D10017 	6765.83 	21.9712  
176 	MAT1L09V 	6765.83 	1e-006 	0 	0 	0 	90
177 	D10018 	6783.81 	17.9761  
178 	IPM1L09 	6783.81 	0   	0 	0 	0 	0
179 	D10016 	6785.5 	1.6948  
180 	MQSnl 	6792.5 	7 	0 	0 	0 	0
181 	D10010 	6802.5 	10  
182 	MQB1L09 	6817.5 	15 	0 	-0.132895 	0 	0
183 	D10005 	6928.41 	110.91  
184 	R191 	6978.41 	50   D_E[MeV]=3.6875  E_out[MeV]=332.677
185 	D10006 	7003.41 	25  
186 	R192 	7053.41 	50   D_E[MeV]=3.6875  E_out[MeV]=336.364
187 	D10007 	7119.47 	66.06  
188 	R193 	7169.47 	50   D_E[MeV]=3.6875  E_out[MeV]=340.052
189 	D10006 	7194.47 	25  
190 	R194 	7244.47 	50   D_E[MeV]=3.6875  E_out[MeV]=343.739
191 	D10007 	7310.53 	66.06  
192 	R195 	7360.53 	50   D_E[MeV]=3.6875  E_out[MeV]=347.427
193 	D10006 	7385.53 	25  
194 	R196 	7435.53 	50   D_E[MeV]=3.6875  E_out[MeV]=351.114
195 	D10007 	7501.59 	66.06  
196 	R197 	7551.59 	50   D_E[MeV]=3.6875  E_out[MeV]=354.802
197 	D10006 	7576.59 	25  
198 	R198 	7626.59 	50   D_E[MeV]=3.6875  E_out[MeV]=358.489
199 	D10019 	7692.1 	65.5081  
200 	ITV1L10 	7692.1 	0   	0 	0 	0 	0
201 	D10020 	7703.86 	11.7598  
202 	MAT1L10H 	7703.86 	1e-006 	0 	0 	0 	0
203 	D10015 	7743.81 	39.9473  
204 	IPM1L10 	7743.81 	0   	0 	0 	0 	0
205 	D10016 	7745.5 	1.6948  
206 	MQSnl 	7752.5 	7 	0 	0 	0 	0
