plate,collection_date,this_body_mrem,this_photon_mrem,this_beta_mrem,this_neutron_mrem,this_nt_mrem,this_nf_mrem,this_dose_status,cum_body_mrem,cum_photon_mrem,cum_beta_mrem,cum_neutron_mrem,cum_nt_mrem,cum_nf_mrem,cum_n_badges,cum_n_saturated,is_lower_bound
Y-26,2025-09-10,18714,18714,0,0,0,0,MEASURED,1726544,1411630,290684,24230,1830,22400,11,0,False
Y-26,2026-01-08,10,10,0,0,0,0,MEASURED,1726554,1411640,290684,24230,1830,22400,12,0,False
Y-30,2025-01-27,4560,2841,1669,50,0,50,MEASURED,4560,2841,1669,50,0,50,1,0,False
Y-30,2025-02-18,16397,10475,5722,200,10,190,MEASURED,20957,13316,7391,250,10,240,2,0,False
Y-30,2025-03-05,160764,37659,121505,1600,120,1480,MEASURED,181721,50975,128896,1850,130,1720,3,0,False
Y-30,2025-03-12,1000000,-1,0,0,0,0,SATURATED_FLOOR,1181721,50975,128896,1850,130,1720,4,1,True
Y-30,2025-03-25,1000000,-1,0,0,0,0,SATURATED_FLOOR,2181721,50975,128896,1850,130,1720,5,2,True
Y-30,2025-04-08,1000000,-1,0,0,0,0,SATURATED_FLOOR,3181721,50975,128896,1850,130,1720,6,3,True
Y-30,2025-04-23,1000000,-1,0,0,0,0,SATURATED_FLOOR,4181721,50975,128896,1850,130,1720,7,4,True
Y-30,2025-05-07,1000000,-1,0,0,0,0,SATURATED_FLOOR,5181721,50975,128896,1850,130,1720,8,5,True
Y-30,2025-05-21,1000000,-1,0,0,0,0,SATURATED_FLOOR,6181721,50975,128896,1850,130,1720,9,6,True
Y-30,2025-06-17,1000000,-1,0,0,0,0,SATURATED_FLOOR,7181721,50975,128896,1850,130,1720,10,7,True
Y-30,2025-07-02,1000000,-1,0,0,0,0,SATURATED_FLOOR,8181721,50975,128896,1850,130,1720,11,8,True
Y-30,2025-07-30,1000000,-1,0,0,0,0,SATURATED_FLOOR,9181721,50975,128896,1850,130,1720,12,9,True
Y-30,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,10181721,50975,128896,1850,130,1720,13,10,True
Y-30,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,11181721,50975,128896,1850,130,1720,14,11,True
Y-30,2026-01-12,48,48,0,0,0,0,MEASURED,11181769,51023,128896,1850,130,1720,15,11,True
Y-32,2025-03-12,734,539,195,0,0,0,MEASURED,734,539,195,0,0,0,1,0,False
Y-32,2025-03-25,19329,18899,0,430,40,390,MEASURED,20063,19438,195,430,40,390,2,0,False
Y-32,2025-04-08,103883,102243,0,1640,140,1500,MEASURED,123946,121681,195,2070,180,1890,3,0,False
Y-32,2025-04-23,112274,111924,0,350,20,330,MEASURED,236220,233605,195,2420,200,2220,4,0,False
Y-32,2025-05-07,72861,72801,0,60,0,60,MEASURED,309081,306406,195,2480,200,2280,5,0,False
Y-32,2025-05-21,853917,853797,0,120,10,110,MEASURED,1162998,1160203,195,2600,210,2390,6,0,False
Y-32,2025-06-17,1013660,-1,0,13660,1210,12450,EXCEEDED_PARTIAL,2176658,1160203,195,16260,1420,14840,7,1,True
Y-32,2025-07-02,1004650,-1,0,4650,310,4340,EXCEEDED_PARTIAL,3181308,1160203,195,20910,1730,19180,8,2,True
Y-32,2025-07-30,1009190,-1,0,9190,620,8570,EXCEEDED_PARTIAL,4190498,1160203,195,30100,2350,27750,9,3,True
Y-32,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,5190498,1160203,195,30100,2350,27750,10,4,True
Y-32,2025-09-10,1000030,-1,0,30,0,30,EXCEEDED_PARTIAL,6190528,1160203,195,30130,2350,27780,11,5,True
Y-32,2026-01-12,7,7,0,0,0,0,MEASURED,6190535,1160210,195,30130,2350,27780,12,5,True
Y-34,2025-03-12,187,109,78,0,0,0,MEASURED,187,109,78,0,0,0,1,0,False
Y-34,2025-03-25,675,337,138,200,10,190,MEASURED,862,446,216,200,10,190,2,0,False
Y-34,2025-04-08,63603,58703,0,4900,270,4630,MEASURED,64465,59149,216,5100,280,4820,3,0,False
Y-34,2025-04-23,265801,265721,0,80,0,80,MEASURED,330266,324870,216,5180,280,4900,4,0,False
Y-34,2025-05-07,234849,234769,0,80,10,70,MEASURED,565115,559639,216,5260,290,4970,5,0,False
Y-34,2025-05-21,1000000,-1,0,0,0,0,SATURATED_FLOOR,1565115,559639,216,5260,290,4970,6,1,True
Y-34,2025-06-11,1000380,-1,0,380,30,350,EXCEEDED_PARTIAL,2565495,559639,216,5640,320,5320,7,2,True
Y-34,2025-07-02,1000950,-1,0,950,70,880,EXCEEDED_PARTIAL,3566445,559639,216,6590,390,6200,8,3,True
Y-34,2025-07-17,1001040,-1,0,1040,80,960,EXCEEDED_PARTIAL,4567485,559639,216,7630,470,7160,9,4,True
Y-34,2025-08-27,1001400,-1,0,1400,110,1290,EXCEEDED_PARTIAL,5568885,559639,216,9030,580,8450,10,5,True
Y-34,2025-09-10,1000130,-1,0,130,10,120,EXCEEDED_PARTIAL,6569015,559639,216,9160,590,8570,11,6,True
Y-34,2026-01-08,6,6,0,0,0,0,MEASURED,6569021,559645,216,9160,590,8570,12,6,True
Y-36,2025-03-12,311,194,117,0,0,0,MEASURED,311,194,117,0,0,0,1,0,False
Y-36,2025-03-25,1905,1086,609,210,20,190,MEASURED,2216,1280,726,210,20,190,2,0,False
Y-36,2025-04-08,32673,28823,0,3850,310,3540,MEASURED,34889,30103,726,4060,330,3730,3,0,False
Y-36,2025-04-23,147344,147244,0,100,0,100,MEASURED,182233,177347,726,4160,330,3830,4,0,False
Y-36,2025-05-07,183766,183726,0,40,0,40,MEASURED,365999,361073,726,4200,330,3870,5,0,False
Y-36,2025-05-21,1000110,-1,0,110,0,110,EXCEEDED_PARTIAL,1366109,361073,726,4310,330,3980,6,1,True
Y-36,2025-06-11,1000690,-1,0,690,50,640,EXCEEDED_PARTIAL,2366799,361073,726,5000,380,4620,7,2,True
Y-36,2025-07-02,1001190,-1,0,1190,110,1080,EXCEEDED_PARTIAL,3367989,361073,726,6190,490,5700,8,3,True
Y-36,2025-07-17,1001280,-1,0,1280,80,1200,EXCEEDED_PARTIAL,4369269,361073,726,7470,570,6900,9,4,True
Y-36,2025-08-27,1001740,-1,0,1740,120,1620,EXCEEDED_PARTIAL,5371009,361073,726,9210,690,8520,10,5,True
Y-36,2025-09-10,1000340,-1,0,340,20,320,EXCEEDED_PARTIAL,6371349,361073,726,9550,710,8840,11,6,True
Y-36,2026-01-08,6,6,0,0,0,0,MEASURED,6371355,361079,726,9550,710,8840,12,6,True
Y-38,2025-03-12,406,265,141,0,0,0,MEASURED,406,265,141,0,0,0,1,0,False
Y-38,2025-03-25,3269,2800,409,60,0,60,MEASURED,3675,3065,550,60,0,60,2,0,False
Y-38,2025-04-08,5896,4314,1032,550,50,500,MEASURED,9571,7379,1582,610,50,560,3,0,False
Y-38,2025-04-23,6754,6624,0,130,10,120,MEASURED,16325,14003,1582,740,60,680,4,0,False
Y-38,2025-05-07,3453,3453,0,0,0,0,MEASURED,19778,17456,1582,740,60,680,5,0,False
Y-38,2025-05-21,28384,28204,0,180,10,170,MEASURED,48162,45660,1582,920,70,850,6,0,False
Y-38,2025-06-11,100653,99973,0,680,50,630,MEASURED,148815,145633,1582,1600,120,1480,7,0,False
Y-38,2025-07-02,163984,162914,0,1070,70,1000,MEASURED,312799,308547,1582,2670,190,2480,8,0,False
Y-38,2025-07-17,141155,138365,0,2790,160,2630,MEASURED,453954,446912,1582,5460,350,5110,9,0,False
Y-38,2025-08-27,466716,464176,0,2540,200,2340,MEASURED,920670,911088,1582,8000,550,7450,10,0,False
Y-38,2025-09-10,50252,50102,0,150,20,130,MEASURED,970922,961190,1582,8150,570,7580,11,0,False
Y-38,2026-01-08,11,11,0,0,0,0,MEASURED,970933,961201,1582,8150,570,7580,12,0,False
Y-39,2025-03-12,69499,43851,24868,780,60,720,MEASURED,69499,43851,24868,780,60,720,1,0,False
Y-39,2025-03-25,35880,25864,5736,4280,340,3940,MEASURED,105379,69715,30604,5060,400,4660,2,0,False
Y-39,2025-04-08,33227,27087,0,6140,650,5490,MEASURED,138606,96802,30604,11200,1050,10150,3,0,False
Y-39,2025-04-23,17538,17018,0,520,60,460,MEASURED,156144,113820,30604,11720,1110,10610,4,0,False
Y-39,2025-05-07,14354,13714,0,640,80,560,MEASURED,170498,127534,30604,12360,1190,11170,5,0,False
Y-39,2025-05-21,155658,155288,0,370,70,300,MEASURED,326156,282822,30604,12730,1260,11470,6,0,False
Y-39,2025-06-11,400950,400600,0,350,50,300,MEASURED,727106,683422,30604,13080,1310,11770,7,0,False
Y-39,2025-07-02,561823,561433,0,390,50,340,MEASURED,1288929,1244855,30604,13470,1360,12110,8,0,False
Y-39,2025-07-17,516377,515597,0,780,60,720,MEASURED,1805306,1760452,30604,14250,1420,12830,9,0,False
Y-39,2025-08-27,1000750,-1,0,750,80,670,EXCEEDED_PARTIAL,2806056,1760452,30604,15000,1500,13500,10,1,True
Y-39,2025-09-10,391596,391566,0,30,0,0,MEASURED,3197652,2152018,30604,15030,1500,13500,11,1,True
Y-39,2026-01-08,5,5,0,0,0,0,MEASURED,3197657,2152023,30604,15030,1500,13500,12,1,True
Y-40,2025-03-12,132,132,0,0,0,0,MEASURED,132,132,0,0,0,0,1,0,False
Y-40,2025-03-25,56099,52959,0,3140,240,2900,MEASURED,56231,53091,0,3140,240,2900,2,0,False
Y-40,2025-04-08,136007,92553,39204,4250,230,4020,MEASURED,192238,145644,39204,7390,470,6920,3,0,False
Y-40,2025-04-23,1100,1100,0,0,0,0,MEASURED,193338,146744,39204,7390,470,6920,4,0,False
Y-40,2025-05-07,1269,1239,0,30,0,30,MEASURED,194607,147983,39204,7420,470,6950,5,0,False
Y-40,2025-05-21,19011,18811,0,200,20,180,MEASURED,213618,166794,39204,7620,490,7130,6,0,False
Y-40,2025-06-17,343842,338712,0,5130,350,4780,MEASURED,557460,505506,39204,12750,840,11910,7,0,False
Y-40,2025-07-02,124704,110403,12681,1620,110,1510,MEASURED,682164,615909,51885,14370,950,13420,8,0,False
Y-40,2025-07-30,453781,447591,0,6190,520,5670,MEASURED,1135945,1063500,51885,20560,1470,19090,9,0,False
Y-40,2025-08-27,216522,215352,0,1170,80,1090,MEASURED,1352467,1278852,51885,21730,1550,20180,10,0,False
Y-40,2025-09-10,40913,40913,0,0,0,0,MEASURED,1393380,1319765,51885,21730,1550,20180,11,0,False
Y-40,2026-01-08,10,10,0,0,0,0,MEASURED,1393390,1319775,51885,21730,1550,20180,12,0,False
