sample_id,sample_type,material,plate,slot,environment,region,config
As-24-2-1,A,SmCo,24,2,lab,,Gamma
As-24-2-2,A,SmCo,24,2,lab,,Gamma
Hs-24-3,H,SmCo,24,3,lab,,Beta
As-24-3-1,A,SmCo,24,3,lab,,Beta
As-24-3-2,A,SmCo,24,3,lab,,Beta
Hs-24-4,H,SmCo,24,4,lab,,Alpha
As-24-4-1,A,SmCo,24,4,lab,,Alpha
As-24-4-2,A,SmCo,24,4,lab,,Alpha
Hs-25-1,H,SmCo,25,1,lab,,Alpha
As-25-1-1,A,SmCo,25,1,lab,,Alpha
As-25-1-2,A,SmCo,25,1,lab,,Alpha
Hs-25-2,H,SmCo,25,2,lab,,Beta
As-25-2-1,A,SmCo,25,2,lab,,Beta
As-25-2-2,A,SmCo,25,2,lab,,Beta
Hs-25-3,H,SmCo,25,3,lab,,Gamma
As-25-3-1,A,SmCo,25,3,lab,,Gamma
As-25-3-2,A,SmCo,25,3,lab,,Gamma
Hs-25-4,H,SmCo,25,4,lab,,Delta
As-25-4-1,A,SmCo,25,4,lab,,Delta
As-25-4-2,A,SmCo,25,4,lab,,Delta
Hs-26-1,H,SmCo,26,1,lab,,Beta
As-26-1-1,A,SmCo,26,1,lab,,Beta
As-26-1-2,A,SmCo,26,1,lab,,Beta
Hs-26-2,H,SmCo,26,2,lab,,Alpha
As-26-2-1,A,SmCo,26,2,lab,,Alpha
As-26-2-2,A,SmCo,26,2,lab,,Alpha
Hs-26-3,H,SmCo,26,3,lab,,Delta
As-26-3-1,A,SmCo,26,3,lab,,Delta
As-26-3-2,A,SmCo,26,3,lab,,Delta
Hs-26-4,H,SmCo,26,4,lab,,Gamma
As-26-4-1,A,SmCo,26,4,lab,,Gamma
As-26-4-2,A,SmCo,26,4,lab,,Gamma
Hs-27-1,H,SmCo,27,1,lab,,Gamma
As-27-1-1,A,SmCo,27,1,lab,,Gamma
As-27-1-2,A,SmCo,27,1,lab,,Gamma
Hs-27-2,H,SmCo,27,2,lab,,Alpha
As-27-2-1,A,SmCo,27,2,lab,,Alpha
As-27-2-2,A,SmCo,27,2,lab,,Alpha
Hs-27-3,H,SmCo,27,3,lab,,Beta
As-27-3-1,A,SmCo,27,3,lab,,Beta
As-27-3-2,A,SmCo,27,3,lab,,Beta
Hs-27-4,H,SmCo,27,4,lab,,Delta
As-27-4-1,A,SmCo,27,4,lab,,Delta
As-27-4-2,A,SmCo,27,4,lab,,Delta
Hs-28-1,H,SmCo,28,1,lab,,Delta
As-28-1-1,A,SmCo,28,1,lab,,Delta
As-28-1-2,A,SmCo,28,1,lab,,Delta
Hs-28-2,H,SmCo,28,2,lab,,Beta
As-28-2-1,A,SmCo,28,2,lab,,Beta
As-28-2-2,A,SmCo,28,2,lab,,Beta
Hs-28-3,H,SmCo,28,3,lab,,Gamma
As-28-3-1,A,SmCo,28,3,lab,,Gamma
As-28-3-2,A,SmCo,28,3,lab,,Gamma
Hs-28-4,H,SmCo,28,4,lab,,Alpha
As-28-4-1,A,SmCo,28,4,lab,,Alpha
As-28-4-2,A,SmCo,28,4,lab,,Alpha
Hs-29-1,H,SmCo,29,1,lab,,Alpha
As-29-1-1,A,SmCo,29,1,lab,,Alpha
As-29-1-2,A,SmCo,29,1,lab,,Alpha
Hs-29-2,H,SmCo,29,2,lab,,Gamma
As-29-2-1,A,SmCo,29,2,lab,,Gamma
As-29-2-2,A,SmCo,29,2,lab,,Gamma
Hs-29-3,H,SmCo,29,3,lab,,Delta
As-29-3-1,A,SmCo,29,3,lab,,Delta
As-29-3-2,A,SmCo,29,3,lab,,Delta
Hs-29-4,H,SmCo,29,4,lab,,Beta
As-29-4-1,A,SmCo,29,4,lab,,Beta
As-29-4-2,A,SmCo,29,4,lab,,Beta
Hs-30-1,H,SmCo,30,1,lab,,Beta
As-30-1-1,A,SmCo,30,1,lab,,Beta
As-30-1-2,A,SmCo,30,1,lab,,Beta
Hs-30-2,H,SmCo,30,2,lab,,Delta
As-30-2-1,A,SmCo,30,2,lab,,Delta
As-30-2-2,A,SmCo,30,2,lab,,Delta
Hs-30-3,H,SmCo,30,3,lab,,Gamma
As-30-3-1,A,SmCo,30,3,lab,,Gamma
As-30-3-2,A,SmCo,30,3,lab,,Gamma
Hs-30-4,H,SmCo,30,4,lab,,Alpha
As-30-4-1,A,SmCo,30,4,lab,,Alpha
As-30-4-2,A,SmCo,30,4,lab,,Alpha
Hs-31-1,H,SmCo,31,1,lab,,Gamma
As-31-1-1,A,SmCo,31,1,lab,,Gamma
As-31-1-2,A,SmCo,31,1,lab,,Gamma
Hs-31-2,H,SmCo,31,2,lab,,Delta
As-31-2-1,A,SmCo,31,2,lab,,Delta
As-31-2-2,A,SmCo,31,2,lab,,Delta
Hs-31-3,H,SmCo,31,3,lab,,Beta
As-31-3-1,A,SmCo,31,3,lab,,Beta
As-31-3-2,A,SmCo,31,3,lab,,Beta
Hs-31-4,H,SmCo,31,4,lab,,Alpha
As-31-4-1,A,SmCo,31,4,lab,,Alpha
As-31-4-2,A,SmCo,31,4,lab,,Alpha
Hs-32-1,H,SmCo,32,1,lab,,Delta
As-32-1-1,A,SmCo,32,1,lab,,Delta
As-32-1-2,A,SmCo,32,1,lab,,Delta
Hs-32-2,H,SmCo,32,2,lab,,Beta
As-32-2-1,A,SmCo,32,2,lab,,Beta
As-32-2-2,A,SmCo,32,2,lab,,Beta
Hs-32-3,H,SmCo,32,3,lab,,Alpha
As-32-3-1,A,SmCo,32,3,lab,,Alpha
As-32-3-2,A,SmCo,32,3,lab,,Alpha
Hs-32-4,H,SmCo,32,4,lab,,Gamma
As-32-4-1,A,SmCo,32,4,lab,,Gamma
As-32-4-2,A,SmCo,32,4,lab,,Gamma
Hs-33-1,H,SmCo,33,1,lab,,Alpha
As-33-1-1,A,SmCo,33,1,lab,,Alpha
As-33-1-2,A,SmCo,33,1,lab,,Alpha
Hs-33-2,H,SmCo,33,2,lab,,Delta
As-33-2-1,A,SmCo,33,2,lab,,Delta
As-33-2-2,A,SmCo,33,2,lab,,Delta
Hs-33-3,H,SmCo,33,3,lab,,Beta
As-33-3-1,A,SmCo,33,3,lab,,Beta
As-33-3-2,A,SmCo,33,3,lab,,Beta
Hs-33-4,H,SmCo,33,4,lab,,Gamma
As-33-4-1,A,SmCo,33,4,lab,,Gamma
As-33-4-2,A,SmCo,33,4,lab,,Gamma
Hs-34-1,H,SmCo,34,1,lab,,Beta
As-34-1-1,A,SmCo,34,1,lab,,Beta
As-34-1-2,A,SmCo,34,1,lab,,Beta
Hs-34-2,H,SmCo,34,2,lab,,Gamma
As-34-2-1,A,SmCo,34,2,lab,,Gamma
As-34-2-2,A,SmCo,34,2,lab,,Gamma
Hs-34-3,H,SmCo,34,3,lab,,Alpha
As-34-3-1,A,SmCo,34,3,lab,,Alpha
As-34-3-2,A,SmCo,34,3,lab,,Alpha
Hs-34-4,H,SmCo,34,4,lab,,Delta
As-34-4-1,A,SmCo,34,4,lab,,Delta
As-34-4-2,A,SmCo,34,4,lab,,Delta
Hs-35-1,H,SmCo,35,1,lab,,Gamma
As-35-1-1,A,SmCo,35,1,lab,,Gamma
As-35-1-2,A,SmCo,35,1,lab,,Gamma
Hs-35-2,H,SmCo,35,2,lab,,Alpha
As-35-2-1,A,SmCo,35,2,lab,,Alpha
As-35-2-2,A,SmCo,35,2,lab,,Alpha
Hs-35-3,H,SmCo,35,3,lab,,Delta
As-35-3-1,A,SmCo,35,3,lab,,Delta
As-35-3-2,A,SmCo,35,3,lab,,Delta
Hs-35-4,H,SmCo,35,4,lab,,Beta
As-35-4-1,A,SmCo,35,4,lab,,Beta
As-35-4-2,A,SmCo,35,4,lab,,Beta
Hs-36-1,H,SmCo,36,1,lab,,Delta
As-36-1-1,A,SmCo,36,1,lab,,Delta
As-36-1-2,A,SmCo,36,1,lab,,Delta
Hs-36-2,H,SmCo,36,2,lab,,Gamma
As-36-2-1,A,SmCo,36,2,lab,,Gamma
As-36-2-2,A,SmCo,36,2,lab,,Gamma
Hs-36-3,H,SmCo,36,3,lab,,Alpha
As-36-3-1,A,SmCo,36,3,lab,,Alpha
As-36-3-2,A,SmCo,36,3,lab,,Alpha
Hs-36-4,H,SmCo,36,4,lab,,Beta
As-36-4-1,A,SmCo,36,4,lab,,Beta
As-36-4-2,A,SmCo,36,4,lab,,Beta
Hs-37-1,H,SmCo,37,1,lab,,Alpha
As-37-1-1,A,SmCo,37,1,lab,,Alpha
As-37-1-2,A,SmCo,37,1,lab,,Alpha
Hs-37-2,H,SmCo,37,2,lab,,Delta
As-37-2-1,A,SmCo,37,2,lab,,Delta
As-37-2-2,A,SmCo,37,2,lab,,Delta
Hs-37-3,H,SmCo,37,3,lab,,Gamma
As-37-3-1,A,SmCo,37,3,lab,,Gamma
As-37-3-2,A,SmCo,37,3,lab,,Gamma
Hs-37-4,H,SmCo,37,4,lab,,Beta
As-37-4-1,A,SmCo,37,4,lab,,Beta
As-37-4-2,A,SmCo,37,4,lab,,Beta
Hs-38-1,H,SmCo,38,1,lab,,Beta
As-38-1-1,A,SmCo,38,1,lab,,Beta
As-38-1-2,A,SmCo,38,1,lab,,Beta
Hs-38-2,H,SmCo,38,2,lab,,Delta
As-38-2-1,A,SmCo,38,2,lab,,Delta
As-38-2-2,A,SmCo,38,2,lab,,Delta
Hs-38-3,H,SmCo,38,3,lab,,Alpha
As-38-3-1,A,SmCo,38,3,lab,,Alpha
As-38-3-2,A,SmCo,38,3,lab,,Alpha
Hs-38-4,H,SmCo,38,4,lab,,Gamma
As-38-4-1,A,SmCo,38,4,lab,,Gamma
As-38-4-2,A,SmCo,38,4,lab,,Gamma
Hs-39-1,H,SmCo,39,1,lab,,Gamma
As-39-1-1,A,SmCo,39,1,lab,,Gamma
As-39-1-2,A,SmCo,39,1,lab,,Gamma
Hs-39-2,H,SmCo,39,2,lab,,Beta
As-39-2-1,A,SmCo,39,2,lab,,Beta
As-39-2-2,A,SmCo,39,2,lab,,Beta
Hs-39-3,H,SmCo,39,3,lab,,Alpha
As-39-3-1,A,SmCo,39,3,lab,,Alpha
As-39-3-2,A,SmCo,39,3,lab,,Alpha
Hs-39-4,H,SmCo,39,4,lab,,Delta
As-39-4-1,A,SmCo,39,4,lab,,Delta
As-39-4-2,A,SmCo,39,4,lab,,Delta
Hs-40-1,H,SmCo,40,1,lab,,Delta
As-40-1-1,A,SmCo,40,1,lab,,Delta
As-40-1-2,A,SmCo,40,1,lab,,Delta
Hs-40-2,H,SmCo,40,2,lab,,Alpha
As-40-2-1,A,SmCo,40,2,lab,,Alpha
As-40-2-2,A,SmCo,40,2,lab,,Alpha
Hs-40-3,H,SmCo,40,3,lab,,Beta
As-40-3-1,A,SmCo,40,3,lab,,Beta
As-40-3-2,A,SmCo,40,3,lab,,Beta
Hs-40-4,H,SmCo,40,4,lab,,Gamma
As-40-4-1,A,SmCo,40,4,lab,,Gamma
As-40-4-2,A,SmCo,40,4,lab,,Gamma
