plate,date,photon_cum_rem,sigma_p_rem,neutron_cum_rem,sigma_n_rem,days_since_install
Y-20,2025-07-30,71.587,0.0,18.619999999999997,0.0,201.0
Y-20,2025-08-27,97.96000000000001,0.0,19.24,0.0,229.0
Y-20,2025-10-21,107.29,0.0,19.29,0.0,243.0
Y-20,2026-01-12,107.311,0.0,19.29,0.0,367.0
Y-21,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-21,2025-05-07,495.265,0.0,9.93,0.0,117.0
Y-21,2025-05-21,1995.2649999999999,500.0,10.7,0.0,131.0
Y-21,2025-06-11,21973.805,913.840000000002,11.309999999999999,0.0,152.0
Y-21,2025-07-17,70759.955,8371.46880228347,12.52,0.0,188.0
Y-21,2025-08-27,158171.71500000003,50010.75009492028,12.73,0.0,229.0
Y-21,2025-10-23,166508.35500000004,50372.51009492028,12.870000000000001,0.0,243.0
Y-21,2026-01-08,166508.36700000003,50372.51009492028,12.870000000000001,0.0,363.0
Y-22,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-22,2025-05-07,859321.9166666666,146661.54383645754,57288.12777777778,9777.436255763838,117.0
Y-22,2025-05-21,1090389.1666666665,176254.29038333113,72692.61111111111,11750.286025555411,131.0
Y-22,2025-06-11,1368218.9166666665,189943.0654084201,91214.59444444445,12662.871027228011,152.0
Y-22,2025-06-17,1368218.9166666665,189943.0654084201,91214.59444444445,12662.871027228011,152.0
Y-22,2025-07-17,1817802.4166666665,242366.2809910555,121186.82777777778,16157.75206607037,188.0
Y-22,2025-08-27,2237442.4166666665,267287.56726403907,149162.8277777778,17819.17115093594,229.0
Y-22,2025-10-21,2345143.25,295042.4036925889,156342.88333333336,19669.49357950593,243.0
Y-22,2026-01-12,2345143.281,295042.4036925889,156342.88333333336,19669.49357950593,367.0
Y-23,2024-11-07,0.0,0.0,0.0,0.0,0.0
Y-23,2025-04-23,242.205,0.0,9.39,0.0,103.0
Y-23,2025-05-21,292.423,0.0,9.81,0.0,131.0
Y-23,2025-07-30,3789.155,117.03999999999996,29.94,0.0,201.0
Y-23,2025-08-27,4168.577,117.03999999999996,31.73,0.0,229.0
Y-23,2025-10-21,4188.529,117.03999999999996,31.8,0.0,243.0
Y-23,2026-01-08,4188.529,117.03999999999996,31.8,0.0,363.0
Y-24,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-24,2025-04-23,234860.93,24950.969715111674,15657.395333333334,1663.3979810074447,103.0
Y-24,2025-05-07,288019.62,32303.718119137207,19201.308,2153.58120794248,117.0
Y-24,2025-07-30,569436.3233333334,81811.9145194387,37962.42155555556,5454.127634629245,201.0
Y-24,2025-08-27,618588.9733333334,88282.66302347592,41239.26488888889,5885.510868231727,229.0
Y-24,2025-10-21,629926.0933333334,90282.98302347591,41250.91488888889,5885.510868231727,243.0
Y-24,2026-01-12,629926.1323333334,90282.98302347591,41250.91488888889,5885.510868231727,367.0
Y-25,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-25,2025-05-07,519.5360000000001,0.0,4.380000000000001,0.0,117.0
Y-25,2025-05-21,2019.536,500.0,4.500000000000001,0.0,131.0
Y-25,2025-06-17,27648.546,7419.390526000105,5.110000000000001,0.0,152.0
Y-25,2025-07-17,59969.246,8478.750526000105,7.510000000000002,0.0,188.0
Y-25,2025-08-27,144502.57933333333,52371.99724693378,8.55,0.0,229.0
Y-25,2025-10-23,151626.25933333332,52393.27724693378,8.72,0.0,243.0
Y-25,2026-01-08,151626.26433333333,52393.27724693378,8.72,0.0,363.0
Y-26,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-26,2025-04-23,754.74,0.0,8.34,0.0,103.0
Y-26,2025-05-21,775.447,0.0,8.629999999999999,0.0,131.0
Y-26,2025-07-30,1572.195,0.0,22.979999999999997,0.0,201.0
Y-26,2025-08-27,1683.6,0.0,24.229999999999997,0.0,229.0
Y-26,2025-10-21,1702.3139999999999,0.0,24.229999999999997,0.0,243.0
Y-26,2026-01-08,1702.3239999999998,0.0,24.229999999999997,0.0,363.0
Y-30,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-30,2025-04-23,618370.797,55426.081800622575,41223.58933333334,3695.0721200415046,103.0
Y-30,2025-05-07,778835.6436666667,70933.25281925636,51921.24577777778,4728.883521283757,117.0
Y-30,2025-07-30,1794170.8536666667,185915.0288394452,119610.25977777777,12394.335255963015,201.0
Y-30,2025-08-27,2120919.103666667,223420.45142988538,141393.47644444444,14894.69676199236,229.0
Y-30,2025-10-21,2210156.273666667,231393.9670178867,147342.6211111111,15426.264467859115,243.0
Y-30,2026-01-12,2210156.321666667,231393.9670178867,147342.6211111111,15426.264467859115,367.0
Y-32,2024-11-07,0.0,0.0,0.0,0.0,0.0
Y-32,2025-05-07,306.601,0.0,2.4800000000000004,0.0,117.0
Y-32,2025-07-30,21850.478000000003,829.9199999999987,30.1,0.0,201.0
Y-32,2025-08-27,33389.758,1947.1199999999985,30.1,0.0,229.0
Y-32,2025-10-29,34889.758,2447.1199999999985,30.130000000000003,0.0,243.0
Y-32,2026-01-12,34889.765,2447.1199999999985,30.130000000000003,0.0,367.0
Y-34,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-34,2025-05-07,559.855,0.0,5.260000000000001,0.0,117.0
Y-34,2025-05-21,559.855,0.0,5.260000000000001,0.0,131.0
Y-34,2025-06-17,6534.414999999999,574.56,5.640000000000001,0.0,152.0
Y-34,2025-07-17,19909.295,1404.4799999999996,7.630000000000001,0.0,188.0
Y-34,2025-08-27,47277.835,1404.4799999999996,9.030000000000001,0.0,229.0
Y-34,2025-10-23,50219.994999999995,1627.9199999999996,9.160000000000002,0.0,243.0
Y-34,2026-01-08,50220.001,1627.9199999999996,9.160000000000002,0.0,363.0
Y-36,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-36,2025-05-07,361.799,0.0,4.2,0.0,117.0
Y-36,2025-05-21,361.799,0.0,4.3100000000000005,0.0,131.0
Y-36,2025-06-17,7815.319,266.0,5.000000000000001,0.0,152.0
Y-36,2025-07-17,27063.479,1478.9599999999996,7.4700000000000015,0.0,188.0
Y-36,2025-08-27,90291.97899999999,29111.240040742203,9.21,0.0,229.0
Y-36,2025-10-23,94606.699,29132.5200407422,9.55,0.0,243.0
Y-36,2026-01-08,94606.70499999999,29132.5200407422,9.55,0.0,363.0
Y-37,2024-11-07,0.0,0.0,0.0,0.0,0.0
Y-38,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-38,2025-05-07,19.038,0.0,0.7400000000000001,0.0,117.0
Y-38,2025-05-21,47.242000000000004,0.0,0.9200000000000002,0.0,131.0
Y-38,2025-06-17,147.215,0.0,1.6,0.0,152.0
Y-38,2025-07-17,448.494,0.0,5.46,0.0,188.0
Y-38,2025-08-27,912.6700000000001,0.0,8.0,0.0,229.0
Y-38,2025-10-23,962.772,0.0,8.15,0.0,243.0
Y-38,2026-01-08,962.783,0.0,8.15,0.0,363.0
Y-39,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-39,2025-05-07,158.13800000000003,0.0,12.360000000000001,0.0,117.0
Y-39,2025-05-21,313.42600000000004,0.0,12.73,0.0,131.0
Y-39,2025-06-11,714.0260000000001,0.0,13.08,0.0,152.0
Y-39,2025-07-17,1791.056,0.0,14.25,0.0,188.0
Y-39,2025-08-27,6573.936,787.3599999999999,15.0,0.0,229.0
Y-39,2025-10-23,6965.5019999999995,787.3599999999999,15.03,0.0,243.0
Y-39,2026-01-08,6965.507,787.3599999999999,15.03,0.0,363.0
Y-40,2024-11-05,0.0,0.0,0.0,0.0,0.0
Y-40,2025-04-23,185.948,0.0,7.390000000000001,0.0,103.0
Y-40,2025-05-21,205.99800000000002,0.0,7.620000000000001,0.0,131.0
Y-40,2025-07-30,1115.3850000000002,0.0,20.560000000000002,0.0,201.0
Y-40,2025-08-27,1330.7370000000003,0.0,21.730000000000004,0.0,229.0
Y-40,2025-10-21,1371.6500000000003,0.0,21.730000000000004,0.0,243.0
Y-40,2026-01-08,1371.6600000000003,0.0,21.730000000000004,0.0,363.0
