plate,collection_date,badge_serial,landauer_part_nbr,landauer_report_date,begin_wear,end_wear,body_mrem,skin_mrem,eye_mrem,beta_mrem,neutron_mrem,nt_mrem,nf_mrem,photon_mrem,exceeded_1000rad,saturated_osl,neutron_exceeded,dose_status
Y-5,2025-04-23,XA01358214J,1096,20250502,1/1/2025,6/30/2025,261672,209902,253261,189828,940,70,870,70904,False,False,False,MEASURED
Y-5,2025-05-07,XA023254689,1341,20250516,1/1/2025,6/30/2025,280976,225359,271940,193617,870,70,800,86489,False,False,False,MEASURED
Y-5,2025-05-21,XA012854937,1225,20250624,1/1/2025,6/30/2025,272547,218621,263786,158335,960,70,890,113252,False,False,False,MEASURED
Y-5,2025-06-17,XA02366996R,1212,20250804,1/1/2025,6/30/2025,1005370,5370,5370,0,5370,380,4990,-1,True,False,False,EXCEEDED_PARTIAL
Y-5,2025-07-02,XA01270430Q,421,20250804,1/1/2025,6/30/2025,1008280,8280,8280,0,8280,450,7830,-1,True,False,False,EXCEEDED_PARTIAL
Y-5,2025-07-30,XA02540363K,572,20250819,7/1/2025,12/31/2025,1007990,7990,7990,0,7990,470,7520,-1,True,False,False,EXCEEDED_PARTIAL
Y-5,2025-08-27,XA00918385C,307,20250915,7/1/2025,12/31/2025,1003300,3300,3300,0,3300,220,3080,-1,True,False,False,EXCEEDED_PARTIAL
Y-5,2025-09-10,XA00789378U,231,20250930,7/1/2025,12/31/2025,227779,227779,227779,76479,1220,90,1130,150080,False,False,False,MEASURED
Y-5,2026-01-12,XA02263060S,188,20260320,7/1/2025,12/31/2025,26,26,26,0,0,0,0,26,False,False,False,MEASURED
Y-6,2025-03-12,XA02007564K,884,20250331,1/1/2025,6/30/2025,437,589,508,158,0,0,0,279,False,False,False,MEASURED
Y-6,2025-03-25,XA01587111K,985,20250331,1/1/2025,6/30/2025,2838,3396,3112,607,330,20,310,1901,False,False,False,MEASURED
Y-6,2025-04-08,XA01031838B,1147,20250502,1/1/2025,6/30/2025,20404,20404,20404,0,2780,190,2590,17624,False,False,False,MEASURED
Y-6,2025-04-23,XA01047842E,1062,20250502,1/1/2025,6/30/2025,109590,109590,109590,0,210,10,200,109380,False,False,False,MEASURED
Y-6,2025-05-07,XA00822685B,1329,20250516,1/1/2025,6/30/2025,72094,72094,72094,0,20,0,20,72074,False,False,False,MEASURED
Y-6,2025-05-21,XA04104990F,1252,20250624,1/1/2025,6/30/2025,909905,909905,909905,0,240,20,220,909665,False,False,False,MEASURED
Y-6,2025-06-11,XA01257670F,280,20250624,1/1/2025,6/30/2025,1001100,1100,1100,0,1100,70,1030,-1,True,False,False,EXCEEDED_PARTIAL
Y-6,2025-07-02,XA00307963F,1390,20250804,1/1/2025,6/30/2025,1001410,1410,1410,0,1410,90,1320,-1,True,False,False,EXCEEDED_PARTIAL
Y-6,2025-07-17,XA00950167E,530,20250804,7/1/2025,12/31/2025,1003410,3410,3410,0,3410,210,3200,-1,True,False,False,EXCEEDED_PARTIAL
Y-6,2025-08-27,XA00707518E,297,20250915,7/1/2025,12/31/2025,1003700,3700,3700,0,3700,240,3460,-1,True,False,False,EXCEEDED_PARTIAL
Y-6,2025-09-10,XA026801891,241,20250930,7/1/2025,12/31/2025,1000290,290,290,0,290,20,270,-1,True,False,False,EXCEEDED_PARTIAL
Y-6,2026-01-08,XA016207976,166,20260320,7/1/2025,12/31/2025,8,8,8,0,0,0,0,8,False,False,False,MEASURED
Y-7,2025-03-12,XA01365996U,904,20250331,1/1/2025,6/30/2025,4134,5407,4762,1395,700,40,660,2039,False,False,False,MEASURED
Y-7,2025-03-25,XA00741129H,1041,20250331,1/1/2025,6/30/2025,148176,148176,148176,0,4450,330,4120,143726,False,False,False,MEASURED
Y-7,2025-04-08,XA02519150S,1141,20250502,1/1/2025,6/30/2025,209077,209077,209077,0,9880,700,9180,199197,False,False,False,MEASURED
Y-7,2025-04-23,XA01879853V,1078,20250502,1/1/2025,6/30/2025,118657,118657,118657,0,620,90,530,118037,False,False,False,MEASURED
Y-7,2025-05-07,XA02080898U,1328,20250516,1/1/2025,6/30/2025,85465,85465,85465,0,840,110,730,84625,False,False,False,MEASURED
Y-7,2025-05-21,XA01267036H,1271,20250624,1/1/2025,6/30/2025,979800,979800,979800,0,680,80,600,979120,False,False,False,MEASURED
Y-7,2025-06-11,XA00851018J,1207,20250624,1/1/2025,6/30/2025,1000590,590,590,0,590,50,540,-1,True,False,False,EXCEEDED_PARTIAL
Y-7,2025-07-02,XA007387563,1400,20250804,1/1/2025,6/30/2025,1000670,670,670,0,670,90,580,-1,True,False,False,EXCEEDED_PARTIAL
Y-7,2025-07-17,XA028852173,540,20250804,7/1/2025,12/31/2025,1000640,640,640,0,640,50,590,-1,True,False,False,EXCEEDED_PARTIAL
Y-7,2025-08-27,XA01146911H,290,20250915,7/1/2025,12/31/2025,1000670,670,670,0,670,70,600,-1,True,False,False,EXCEEDED_PARTIAL
Y-7,2025-09-10,XA00896459S,247,20250930,7/1/2025,12/31/2025,1000060,60,60,0,60,10,50,-1,True,False,False,EXCEEDED_PARTIAL
Y-7,2026-01-08,XA002784748,184,20260320,7/1/2025,12/31/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Y-9,2025-03-12,XA025118297,908,20250331,1/1/2025,6/30/2025,1846,2318,2066,572,300,20,280,974,False,False,False,MEASURED
Y-9,2025-03-25,XA02530106Q,1032,20250331,1/1/2025,6/30/2025,51775,42450,50260,22057,4810,330,4480,24908,False,False,False,MEASURED
Y-9,2025-04-08,XA008499820,1156,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-9,2025-04-23,XA000986643,1077,20250502,1/1/2025,6/30/2025,307590,246691,297696,0,880,100,780,306710,False,False,False,MEASURED
Y-9,2025-05-07,XA029039184,1377,20250516,1/1/2025,6/30/2025,169437,135941,163996,0,740,130,610,168697,False,False,False,MEASURED
Y-9,2025-05-21,XA00547780D,1265,20250624,1/1/2025,6/30/2025,1000780,780,780,0,780,90,690,-1,True,False,False,EXCEEDED_PARTIAL
Y-9,2025-06-11,XA00701295O,1213,20250624,1/1/2025,6/30/2025,1000730,730,730,0,730,50,680,-1,True,False,False,EXCEEDED_PARTIAL
Y-9,2025-07-02,XA00920860K,1402,20250804,1/1/2025,6/30/2025,1000770,770,770,0,770,50,720,-1,True,False,False,EXCEEDED_PARTIAL
Y-9,2025-07-17,XA03254025L,536,20250804,7/1/2025,12/31/2025,1000450,450,450,0,450,60,390,-1,True,False,False,EXCEEDED_PARTIAL
Y-9,2025-08-27,XA022565368,279,20250915,7/1/2025,12/31/2025,1000490,490,490,0,490,30,460,-1,True,False,False,EXCEEDED_PARTIAL
Y-9,2025-09-10,XA02173294C,304,20250930,7/1/2025,12/31/2025,1000180,180,180,0,180,20,160,-1,True,False,False,EXCEEDED_PARTIAL
Y-9,2026-01-08,XA01438948X,193,20260320,7/1/2025,12/31/2025,11,11,11,0,0,0,0,11,False,False,False,MEASURED
