plate,collection_date,badge_serial,landauer_part_nbr,landauer_report_date,begin_wear,end_wear,body_mrem,skin_mrem,eye_mrem,beta_mrem,neutron_mrem,nt_mrem,nf_mrem,photon_mrem,exceeded_1000rad,saturated_osl,neutron_exceeded,dose_status
Hs-6,2025-03-12,XA01043991D,906,20250331,1/1/2025,6/30/2025,1526,2031,1770,541,370,30,340,615,False,False,False,MEASURED
Hs-6,2025-03-25,XA02453697Z,1047,20250331,1/1/2025,6/30/2025,136305,109241,131908,27756,0,0,0,108549,False,False,True,MEASURED
Hs-6,2025-04-08,XA012956452,1124,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-6,2025-04-23,XA00820416M,1093,20250502,1/1/2025,6/30/2025,171564,171564,171564,0,730,70,660,170834,False,False,False,MEASURED
Hs-6,2025-05-07,XA02339414G,1344,20250516,1/1/2025,6/30/2025,123742,123742,123742,0,950,100,850,122792,False,False,False,MEASURED
Hs-6,2025-05-21,XA00934800K,1298,20250624,1/1/2025,6/30/2025,1001090,1090,1090,0,1090,130,960,-1,True,False,False,EXCEEDED_PARTIAL
Hs-6,2025-06-11,XA018299921,1205,20250624,1/1/2025,6/30/2025,1000720,720,720,0,720,60,660,-1,True,False,False,EXCEEDED_PARTIAL
Hs-6,2025-07-02,XA01372326E,1387,20250804,1/1/2025,6/30/2025,1000680,680,680,0,680,90,590,-1,True,False,False,EXCEEDED_PARTIAL
Hs-6,2025-07-17,XA025486074,517,20250804,7/1/2025,12/31/2025,1000650,650,650,0,650,60,590,-1,True,False,False,EXCEEDED_PARTIAL
Hs-6,2025-08-27,XA02896158W,269,20250915,7/1/2025,12/31/2025,1000610,610,610,0,610,60,550,-1,True,False,False,EXCEEDED_PARTIAL
Hs-6,2025-09-10,XA00622400Z,254,20250930,7/1/2025,12/31/2025,1000170,170,170,0,170,20,150,-1,True,False,False,EXCEEDED_PARTIAL
Hs-6,2026-01-08,XA01184002S,216,20260320,7/1/2025,12/31/2025,6,6,6,0,0,0,0,6,False,False,False,MEASURED
Hs-7,2025-01-27,XA01185001T,962,20250227,1/1/2025,6/30/2025,218,214,218,0,0,0,0,218,False,False,False,MEASURED
Hs-7,2025-02-18,XA01184525A,922,20250306,1/1/2025,6/30/2025,92499,76642,89923,33240,12640,780,11860,46619,False,False,False,MEASURED
Hs-7,2025-03-05,XA00860632G,1005,20250331,1/1/2025,6/30/2025,4479,5343,4894,922,720,40,680,2837,False,False,False,MEASURED
Hs-7,2025-03-12,XA022908724,969,20250331,1/1/2025,6/30/2025,22401,22654,22401,0,1370,90,1280,21031,False,False,False,MEASURED
Hs-7,2025-03-25,XA04136520M,998,20250331,1/1/2025,6/30/2025,36172,36172,36172,0,2790,310,2480,33382,False,False,False,MEASURED
Hs-7,2025-04-08,XA008842566,1158,20250502,1/1/2025,6/30/2025,110017,88173,106468,56587,0,0,0,53430,False,False,True,MEASURED
Hs-7,2025-04-23,XA01660940D,1087,20250502,1/1/2025,6/30/2025,18098,14751,17554,0,1240,90,1150,16858,False,False,False,MEASURED
Hs-7,2025-05-07,XA008158088,1348,20250516,1/1/2025,6/30/2025,34068,34068,34068,0,2190,130,2060,31878,False,False,False,MEASURED
Hs-7,2025-05-21,XA02601308M,1254,20250624,1/1/2025,6/30/2025,37574,37574,37574,4113,2390,140,2250,31071,False,False,False,MEASURED
Hs-7,2025-06-11,XA02046514I,1190,20250624,1/1/2025,6/30/2025,76004,61366,73626,0,2280,140,2140,73724,False,False,False,MEASURED
Hs-7,2025-07-02,XA02908372H,1397,20250804,1/1/2025,6/30/2025,85215,68295,82466,0,0,0,0,85215,False,False,True,MEASURED
Hs-7,2025-07-17,XA00185331M,528,20250804,7/1/2025,12/31/2025,59874,48299,57993,0,1580,100,1480,58294,False,False,False,MEASURED
Hs-7,2025-08-27,XA00246088F,266,20250915,7/1/2025,12/31/2025,203717,164344,197321,0,5420,360,5060,198297,False,False,False,MEASURED
Hs-7,2025-09-10,XA01482138A,237,20250930,7/1/2025,12/31/2025,34422,27911,33365,0,1630,90,1540,32792,False,False,False,MEASURED
Hs-7,2026-01-12,XA00347771E,185,20260320,7/1/2025,12/31/2025,10,9,9,0,0,0,0,10,False,False,False,MEASURED
Y-1,2024-05-06,XA02737341J,,,,,0,0,0,0,0,0,0,0,False,False,False,NO_MATCH
Y-1,2024-06-24,XA02737341J,,,,,0,0,0,0,0,0,0,0,False,False,False,NO_MATCH
Y-1,2024-07-29,XA02737341J,,,,,0,0,0,0,0,0,0,0,False,False,False,NO_MATCH
Y-1,2025-01-27,XA008395747,979,20250227,1/1/2025,6/30/2025,1801,2102,1961,356,0,0,0,1445,False,False,False,MEASURED
Y-1,2025-02-18,XA017925080,936,20250306,1/1/2025,6/30/2025,26060,26060,26060,5499,200,10,190,20361,False,False,False,MEASURED
Y-1,2025-03-05,XA01567234E,1008,20250331,1/1/2025,6/30/2025,121133,97405,117278,23750,1630,110,1520,95753,False,False,False,MEASURED
Y-1,2025-03-12,XA00594213H,983,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-03-25,XA006308784,946,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-04-08,XA041356194,1140,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-04-23,XA007949602,1084,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-05-07,XA00621159J,1369,20250516,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-05-21,XA02360080S,1262,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-06-17,XA007075887,272,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-07-02,XA00735803F,403,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-07-30,XA00036404R,555,20250819,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-08-27,XA008194587,309,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2025-09-10,XA008656149,227,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-1,2026-01-12,XA005424599,175,20260320,7/1/2025,12/31/2025,40,38,40,0,0,0,0,40,False,False,False,MEASURED
Y-10,2025-03-12,XA00371020Z,892,20250331,1/1/2025,6/30/2025,150,208,150,66,0,0,0,84,False,False,False,MEASURED
Y-10,2025-03-25,XA019096459,1043,20250331,1/1/2025,6/30/2025,7913,11568,9667,3898,410,40,370,3605,False,False,False,MEASURED
Y-10,2025-04-08,XA007799403,1129,20250502,1/1/2025,6/30/2025,84167,67733,81497,26468,1400,120,1280,56299,False,False,False,MEASURED
Y-10,2025-04-23,XA02690629V,1094,20250502,1/1/2025,6/30/2025,261390,209528,252964,0,200,20,180,261190,False,False,False,MEASURED
Y-10,2025-05-07,XA00796586U,1372,20250516,1/1/2025,6/30/2025,201381,161411,194888,0,80,0,80,201301,False,False,False,MEASURED
Y-10,2025-05-21,XA006458092,1243,20250624,1/1/2025,6/30/2025,1000070,70,70,0,70,10,60,-1,True,False,False,EXCEEDED_PARTIAL
Y-10,2025-06-17,XA00791341H,1186,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-10,2025-07-02,XA00768498V,417,20250804,1/1/2025,6/30/2025,1002920,2920,2920,0,2920,220,2700,-1,True,False,False,EXCEEDED_PARTIAL
Y-10,2025-07-30,XA027901294,558,20250819,7/1/2025,12/31/2025,1008550,8550,8550,0,8550,560,7990,-1,True,False,False,EXCEEDED_PARTIAL
Y-10,2025-08-27,XA02245114P,262,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-10,2025-09-10,XA008429166,226,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-10,2026-01-12,XA000948437,174,20260320,7/1/2025,12/31/2025,9,9,9,0,0,0,0,9,False,False,False,MEASURED
Y-11,2025-03-12,XA005786444,891,20250331,1/1/2025,6/30/2025,82,116,98,34,0,0,0,48,False,False,False,MEASURED
Y-11,2025-03-25,XA00595577W,1056,20250331,1/1/2025,6/30/2025,3275,4123,3721,992,390,30,360,1893,False,False,False,MEASURED
Y-11,2025-04-08,XA01431915D,1168,20250502,1/1/2025,6/30/2025,43723,35240,42345,8740,1000,80,920,33983,False,False,False,MEASURED
Y-11,2025-04-23,XA00789617W,1064,20250502,1/1/2025,6/30/2025,252657,202524,244512,0,170,10,160,252487,False,False,False,MEASURED
Y-11,2025-05-07,XA00155226L,1363,20250516,1/1/2025,6/30/2025,225546,180762,218270,0,0,0,0,225546,False,False,False,MEASURED
Y-11,2025-05-21,XA00121087R,1269,20250624,1/1/2025,6/30/2025,1000080,80,80,0,80,0,80,-1,True,False,False,EXCEEDED_PARTIAL
Y-11,2025-06-17,XA00832252Q,301,20250804,1/1/2025,6/30/2025,1008370,8370,8370,0,8370,720,7650,-1,True,False,False,EXCEEDED_PARTIAL
Y-11,2025-07-02,XA00311915K,414,20250804,1/1/2025,6/30/2025,1003290,3290,3290,0,3290,230,3060,-1,True,False,False,EXCEEDED_PARTIAL
Y-11,2025-07-30,XA00926810J,547,20250819,7/1/2025,12/31/2025,1007900,7900,7900,0,7900,630,7270,-1,True,False,False,EXCEEDED_PARTIAL
Y-11,2025-08-27,XA00748195B,514,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-11,2025-09-10,XA01250925B,204,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-11,2026-01-12,XA009982353,139,20260320,7/1/2025,12/31/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Y-12,2025-01-27,XA00801058P,948,20250227,1/1/2025,6/30/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Y-12,2025-02-18,XA01035177J,927,20250306,1/1/2025,6/30/2025,584,581,584,0,370,80,290,214,False,False,False,MEASURED
Y-12,2025-03-05,XA008426089,1017,20250331,1/1/2025,6/30/2025,45,44,45,0,0,0,0,45,False,False,False,MEASURED
Y-12,2025-03-12,XA028950571,982,20250331,1/1/2025,6/30/2025,1445,1445,1445,0,1130,100,1030,315,False,False,False,MEASURED
Y-12,2025-03-25,XA01050513Q,987,20250331,1/1/2025,6/30/2025,10155,10155,10155,0,7550,500,7050,2605,False,False,False,MEASURED
Y-12,2025-04-08,XA008493666,1138,20250502,1/1/2025,6/30/2025,6224,6224,6224,0,0,0,0,6224,False,False,True,MEASURED
Y-12,2025-04-23,XA02528328A,1073,20250502,1/1/2025,6/30/2025,4826,4826,4826,0,3960,290,3670,866,False,False,False,MEASURED
Y-12,2025-05-07,XA005397556,1367,20250516,1/1/2025,6/30/2025,6643,6643,6643,0,5310,320,4990,1333,False,False,False,MEASURED
Y-12,2025-05-21,XA029078273,1219,20250624,1/1/2025,6/30/2025,6852,6852,6852,0,4940,390,4550,1912,False,False,False,MEASURED
Y-12,2025-06-11,XA02447681A,1198,20250624,1/1/2025,6/30/2025,4228,4177,4228,0,1610,150,1460,2618,False,False,False,MEASURED
Y-12,2025-07-02,XA00889873T,293,20250804,1/1/2025,6/30/2025,3711,3615,3711,0,620,50,570,3091,False,False,False,MEASURED
Y-12,2025-07-17,XA00714813J,516,20250804,7/1/2025,12/31/2025,3672,3625,3672,0,1230,100,1130,2442,False,False,False,MEASURED
Y-12,2025-08-27,XA00764939T,299,20250915,7/1/2025,12/31/2025,9831,9527,9831,0,1570,120,1450,8261,False,False,False,MEASURED
Y-12,2025-09-10,XA01260236K,239,20250930,7/1/2025,12/31/2025,1452,1408,1452,0,140,20,120,1312,False,False,False,MEASURED
Y-12,2026-01-12,XA008617175,145,20260320,7/1/2025,12/31/2025,13,12,12,0,0,0,0,13,False,False,False,MEASURED
Y-13,2025-03-12,XA02294272C,876,20250331,1/1/2025,6/30/2025,865,853,865,0,0,0,0,865,False,False,False,MEASURED
Y-13,2025-03-25,XA026981619,1055,20250331,1/1/2025,6/30/2025,13999,13999,13999,0,390,30,360,13609,False,False,False,MEASURED
Y-13,2025-04-08,XA00377957U,1159,20250502,1/1/2025,6/30/2025,39403,39403,39403,0,1590,140,1450,37813,False,False,False,MEASURED
Y-13,2025-04-23,XA01273284E,1307,20250502,1/1/2025,6/30/2025,15939,15939,15939,0,220,20,200,15719,False,False,False,MEASURED
Y-13,2025-05-07,XA00802093U,1370,20250516,1/1/2025,6/30/2025,7158,7158,7158,0,30,0,30,7128,False,False,False,MEASURED
Y-13,2025-05-21,XA021656845,1235,20250624,1/1/2025,6/30/2025,52666,52666,52666,0,90,10,80,52576,False,False,False,MEASURED
Y-13,2025-06-17,XA01660839Y,1199,20250804,1/1/2025,6/30/2025,832568,832568,832568,0,6590,420,6170,825978,False,False,False,MEASURED
Y-13,2025-07-02,XA00787729R,379,20250804,1/1/2025,6/30/2025,416317,416317,416317,0,6050,470,5580,410267,False,False,False,MEASURED
Y-13,2025-07-30,XA00098442D,552,20250819,7/1/2025,12/31/2025,948832,948832,948832,0,9080,940,8140,939752,False,False,False,MEASURED
Y-13,2025-08-27,XA00915485D,522,20250915,7/1/2025,12/31/2025,571245,571245,571245,0,0,0,0,571245,False,False,False,MEASURED
Y-13,2025-09-10,XA02490987P,230,20250930,7/1/2025,12/31/2025,123400,123400,123400,0,0,0,0,123400,False,False,False,MEASURED
Y-13,2026-01-12,XA01116950L,164,20260320,7/1/2025,12/31/2025,7,7,7,0,0,0,0,7,False,False,False,MEASURED
Y-15,2025-03-12,XA00803458F,905,20250331,1/1/2025,6/30/2025,7011,6937,7011,0,0,0,0,7011,False,False,False,MEASURED
Y-15,2025-03-25,XA01049230T,1031,20250331,1/1/2025,6/30/2025,124159,124159,124159,0,2990,240,2750,121169,False,False,False,MEASURED
Y-15,2025-04-08,XA00740882C,1119,20250502,1/1/2025,6/30/2025,46895,46895,46895,0,1870,170,1700,45025,False,False,False,MEASURED
Y-15,2025-04-23,XA012660889,1317,20250502,1/1/2025,6/30/2025,875,828,875,0,0,0,0,875,False,False,False,MEASURED
Y-15,2025-05-07,XA041365286,1365,20250516,1/1/2025,6/30/2025,750,732,750,0,0,0,0,750,False,False,False,MEASURED
Y-15,2025-05-21,XA00164035P,1284,20250624,1/1/2025,6/30/2025,15254,15254,15254,0,220,20,200,15034,False,False,False,MEASURED
Y-15,2025-06-17,XA02895665S,1176,20250804,1/1/2025,6/30/2025,313857,313857,313857,0,5150,400,4750,308707,False,False,False,MEASURED
Y-15,2025-07-02,XA01751009H,399,20250804,1/1/2025,6/30/2025,125788,125788,125788,0,2230,140,2090,123558,False,False,False,MEASURED
Y-15,2025-07-30,XA00340808C,593,20250819,7/1/2025,12/31/2025,420037,420037,420037,0,5970,520,5450,414067,False,False,False,MEASURED
Y-15,2025-08-27,XA005326787,308,20250915,7/1/2025,12/31/2025,122882,122882,122882,0,1060,80,980,121822,False,False,False,MEASURED
Y-15,2025-09-10,XA012956444,232,20250930,7/1/2025,12/31/2025,15996,15228,15996,0,30,0,30,15966,False,False,False,MEASURED
Y-15,2026-01-08,XA00576889O,142,20260320,7/1/2025,12/31/2025,6,6,6,0,0,0,0,6,False,False,False,MEASURED
Y-16,2025-01-27,XA00862061P,879,20250227,1/1/2025,6/30/2025,115666,92720,111938,64919,100,0,100,50647,False,False,False,MEASURED
Y-16,2025-02-18,XA00900006Y,935,20250306,1/1/2025,6/30/2025,1014800,14800,14800,0,14800,980,13820,-1,True,False,False,EXCEEDED_PARTIAL
Y-16,2025-03-05,XA00930395F,991,20250331,1/1/2025,6/30/2025,1013070,13070,13070,0,13070,960,12110,-1,True,False,False,EXCEEDED_PARTIAL
Y-16,2025-03-12,XA002796090,940,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-03-25,XA000298676,1038,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-04-08,XA01795839M,1122,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-04-23,XA00290482F,1316,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-05-07,XA01526350R,1326,20250516,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-05-21,XA00997014C,1240,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-06-11,XA02149041R,1189,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-07-02,XA00743642H,1382,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-07-17,XA01364404I,535,20250804,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-08-27,XA02106157N,270,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2025-09-10,XA008741883,240,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-16,2026-01-12,XA007804369,176,20260320,7/1/2025,12/31/2025,62,62,62,0,0,0,0,62,False,False,False,MEASURED
Y-17,2025-01-27,XA04105455I,977,20250227,1/1/2025,6/30/2025,88,88,88,0,0,0,0,88,False,False,False,MEASURED
Y-17,2025-02-18,XA008890078,950,20250306,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-03-05,XA007564468,1019,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-03-12,XA009144995,957,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-03-25,XA01370922C,1029,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-04-08,XA00694018A,1161,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-04-23,XA02726405G,1083,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-05-07,XA008527473,1318,20250516,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-05-21,XA02179107B,1258,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-06-11,XA02903635E,1178,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-07-02,XA00816025R,1384,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-07-17,XA027414586,534,20250804,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-08-27,XA00698526Z,294,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2025-09-10,XA00121468J,243,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-17,2026-01-12,XA00841262O,171,20260320,7/1/2025,12/31/2025,26,26,26,0,0,0,0,26,False,False,False,MEASURED
Y-18,2025-03-12,XA00935450M,881,20250331,1/1/2025,6/30/2025,1996,2750,2353,794,450,40,410,752,False,False,False,MEASURED
Y-18,2025-03-25,XA00719270Q,1022,20250331,1/1/2025,6/30/2025,89434,72727,86720,0,5290,520,4770,84144,False,False,False,MEASURED
Y-18,2025-04-08,XA01359057C,1165,20250502,1/1/2025,6/30/2025,503665,503665,503665,0,15830,1070,14760,487835,False,False,False,MEASURED
Y-18,2025-04-23,XA00096391E,1103,20250502,1/1/2025,6/30/2025,208380,208380,208380,0,680,100,580,207700,False,False,False,MEASURED
Y-18,2025-05-07,XA00908052T,1356,20250516,1/1/2025,6/30/2025,96434,77586,93372,0,1510,200,1310,94924,False,False,False,MEASURED
Y-18,2025-05-21,XA009359932,1242,20250624,1/1/2025,6/30/2025,1000740,740,740,0,740,110,630,-1,True,False,False,EXCEEDED_PARTIAL
Y-18,2025-06-11,XA01027707E,1206,20250624,1/1/2025,6/30/2025,1000760,760,760,0,760,70,690,-1,True,False,False,EXCEEDED_PARTIAL
Y-18,2025-07-02,XA01093425C,1401,20250804,1/1/2025,6/30/2025,1000570,570,570,0,570,100,470,-1,True,False,False,EXCEEDED_PARTIAL
Y-18,2025-07-17,XA02524300W,525,20250804,7/1/2025,12/31/2025,1000930,930,930,0,930,50,880,-1,True,False,False,EXCEEDED_PARTIAL
Y-18,2025-08-27,XA00906982A,275,20250915,7/1/2025,12/31/2025,1000430,430,430,0,430,40,390,-1,True,False,False,EXCEEDED_PARTIAL
Y-18,2025-09-10,XA00673355B,305,20250930,7/1/2025,12/31/2025,1000110,110,110,0,110,20,90,-1,True,False,False,EXCEEDED_PARTIAL
Y-18,2026-01-08,XA003438592,196,20260320,7/1/2025,12/31/2025,6,6,6,0,0,0,0,6,False,False,False,MEASURED
Y-19,2025-03-12,XA01420635K,872,20250331,1/1/2025,6/30/2025,154,233,190,88,0,0,0,66,False,False,False,MEASURED
Y-19,2025-03-25,XA011747357,996,20250331,1/1/2025,6/30/2025,18520,21689,19946,3170,360,40,320,14990,False,False,False,MEASURED
Y-19,2025-04-08,XA009537950,1118,20250502,1/1/2025,6/30/2025,202953,202953,202953,0,1890,110,1780,201063,False,False,False,MEASURED
Y-19,2025-04-23,XA00806454K,1088,20250502,1/1/2025,6/30/2025,260267,260267,260267,0,400,20,380,259867,False,False,False,MEASURED
Y-19,2025-05-07,XA00922354L,1392,20250516,1/1/2025,6/30/2025,170217,170217,170217,0,70,0,70,170147,False,False,False,MEASURED
Y-19,2025-05-21,XA00762212P,1247,20250624,1/1/2025,6/30/2025,1000140,140,140,0,140,10,130,-1,True,False,False,EXCEEDED_PARTIAL
Y-19,2025-06-17,XA01182446A,275,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-19,2025-07-02,XA00077344G,392,20250804,1/1/2025,6/30/2025,1005020,5020,5020,0,5020,360,4660,-1,True,False,False,EXCEEDED_PARTIAL
Y-19,2025-07-30,XA00635914B,554,20250819,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-19,2025-08-27,XA00551972A,312,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-19,2025-09-10,XA02263050T,205,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-19,2026-01-12,XA005386690,140,20260320,7/1/2025,12/31/2025,10,10,10,0,0,0,0,10,False,False,False,MEASURED
Y-20,2025-01-27,XA02262966Z,994,20250227,1/1/2025,6/30/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Y-20,2025-02-18,XA02634317E,934,20250306,1/1/2025,6/30/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Y-20,2025-03-05,XA00622251W,1012,20250331,1/1/2025,6/30/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Y-20,2025-03-12,XA00897583Y,966,20250331,1/1/2025,6/30/2025,1071,1071,1071,0,930,50,880,141,False,False,False,MEASURED
Y-20,2025-03-25,XA01118730P,1039,20250331,1/1/2025,6/30/2025,5584,5584,5584,0,4590,340,4250,994,False,False,False,MEASURED
Y-20,2025-04-08,XA009876142,1149,20250502,1/1/2025,6/30/2025,7807,7807,7807,0,6410,810,5600,1397,False,False,False,MEASURED
Y-20,2025-04-23,XA00865041O,1309,20250502,1/1/2025,6/30/2025,1088,1078,1088,0,500,40,460,588,False,False,False,MEASURED
Y-20,2025-05-07,XA00939868T,1361,20250516,1/1/2025,6/30/2025,957,957,957,0,520,70,450,437,False,False,False,MEASURED
Y-20,2025-05-21,XA00688188Z,1232,20250624,1/1/2025,6/30/2025,8459,8392,8459,0,3130,260,2870,5329,False,False,False,MEASURED
Y-20,2025-06-17,XA002311115,1230,20250804,1/1/2025,6/30/2025,20546,20887,20546,0,940,80,860,19606,False,False,False,MEASURED
Y-20,2025-07-02,XA005871089,398,20250804,1/1/2025,6/30/2025,14892,14438,14892,0,290,20,270,14602,False,False,False,MEASURED
Y-20,2025-07-30,XA02913383H,575,20250819,7/1/2025,12/31/2025,29803,29803,29803,0,1310,130,1180,28493,False,False,False,MEASURED
Y-20,2025-08-27,XA00997874Q,263,20250915,7/1/2025,12/31/2025,26993,21757,26143,0,620,60,560,26373,False,False,False,MEASURED
Y-20,2025-09-10,XA002946364,212,20250930,7/1/2025,12/31/2025,9380,9185,9380,0,50,0,50,9330,False,False,False,MEASURED
Y-20,2026-01-12,XA007528927,169,20260320,7/1/2025,12/31/2025,21,21,21,0,0,0,0,21,False,False,False,MEASURED
Y-21,2025-03-12,XA02889393X,883,20250331,1/1/2025,6/30/2025,1573,2240,1900,726,430,30,400,417,False,False,False,MEASURED
Y-21,2025-03-25,XA01144316L,958,20250331,1/1/2025,6/30/2025,112313,91462,108925,0,7300,520,6780,105013,False,False,False,MEASURED
Y-21,2025-04-08,XA003089288,1171,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-21,2025-04-23,XA02065969S,1313,20250502,1/1/2025,6/30/2025,242086,194203,234307,0,930,80,850,241156,False,False,False,MEASURED
Y-21,2025-05-07,XA018188463,1395,20250516,1/1/2025,6/30/2025,149223,119846,144450,0,1270,190,1080,147953,False,False,False,MEASURED
Y-21,2025-05-21,XA007729624,1236,20250624,1/1/2025,6/30/2025,1000770,770,770,0,770,90,680,-1,True,False,False,EXCEEDED_PARTIAL
Y-21,2025-06-11,XA00811961I,1196,20250624,1/1/2025,6/30/2025,1000610,610,610,0,610,50,560,-1,True,False,False,EXCEEDED_PARTIAL
Y-21,2025-07-02,XA00379127B,290,20250804,1/1/2025,6/30/2025,1000710,710,710,0,710,70,640,-1,True,False,False,EXCEEDED_PARTIAL
Y-21,2025-07-17,XA02172168A,518,20250804,7/1/2025,12/31/2025,1000500,500,500,0,500,60,440,-1,True,False,False,EXCEEDED_PARTIAL
Y-21,2025-08-27,XA02253049E,276,20250915,7/1/2025,12/31/2025,1000210,210,210,0,210,10,200,-1,True,False,False,EXCEEDED_PARTIAL
Y-21,2025-09-10,XA01819050T,234,20250930,7/1/2025,12/31/2025,1000140,140,140,0,140,20,120,-1,True,False,False,EXCEEDED_PARTIAL
