#  N                 name        S[cm]        X[cm]        Y[cm]        Z[cm]   TetaX[deg]   TetaY[deg]  Energy[Mev]
  661  D129b                   23400.389     8060.000    10000.000     7728.092        0.000        0.000    17049.489
  662  R1Q1                    23470.389     8060.000    10000.000     7798.092        0.000        0.000    17061.989
  663  D121                    23500.289     8060.000    10000.000     7827.992        0.000        0.000    17061.989
  664  R1Q2                    23570.289     8060.000    10000.000     7897.992        0.000        0.000    17074.489
  665  D121                    23600.189     8060.000    10000.000     7927.892        0.000        0.000    17074.489
  666  R1Q3                    23670.189     8060.000    10000.000     7997.892        0.000        0.000    17086.989
  667  D121                    23700.089     8060.000    10000.000     8027.792        0.000        0.000    17086.989
  668  R1Q4                    23770.089     8060.000    10000.000     8097.792        0.000        0.000    17099.489
  669  D121                    23799.989     8060.000    10000.000     8127.692        0.000        0.000    17099.489
  670  R1Q5                    23869.989     8060.000    10000.000     8197.692        0.000        0.000    17111.989
  671  D121                    23899.889     8060.000    10000.000     8227.592        0.000        0.000    17111.989
  672  R1Q6                    23969.889     8060.000    10000.000     8297.592        0.000        0.000    17124.489
  673  D121                    23999.789     8060.000    10000.000     8327.492        0.000        0.000    17124.489
  674  R1Q7                    24069.789     8060.000    10000.000     8397.492        0.000        0.000    17136.989
  675  D121                    24099.689     8060.000    10000.000     8427.392        0.000        0.000    17136.989
  676  R1Q8                    24169.689     8060.000    10000.000     8497.392        0.000        0.000    17149.489
  677  D124                    24253.231     8060.000    10000.000     8580.933        0.000        0.000    17149.489
  678  MDB1L27H                24253.231     8060.000    10000.000     8580.933        0.000        0.000    17149.489
  679  MDJ1L27V                24253.231     8060.000    10000.000     8580.933        0.000        0.000    17149.489
  680  IPM1L27                 24253.231     8060.000    10000.000     8580.933        0.000        0.000    17149.489
  681  D129a                   24278.652     8060.000    10000.000     8555.512        0.000        0.000    17149.489
  682  MQ1L27A                 24288.652     8060.000    10000.000     8565.512        0.000        0.000    17149.489
  683  D106                    24298.652     8060.000    10000.000     8575.512        0.000        0.000    17149.489
  684  MQ1L27B                 24318.652     8060.000    10000.000     8595.512        0.000        0.000    17149.489
  685  D106                    24328.652     8060.000    10000.000     8605.512        0.000        0.000    17149.489
  686  MQ1L27C                 24338.652     8060.000    10000.000     8615.512        0.000        0.000    17149.489
  687  D129b                   24411.231     8060.000    10000.000     8688.091        0.000        0.000    17149.489
  688  MAT1L02V                24411.231     8060.000    10000.000     8688.091        0.000        0.000    17149.489
  689  D104                    24429.207     8060.000    10000.000     8706.067        0.000        0.000    17149.489
  690  IPM1L02                 24429.207     8060.000    10000.000     8706.067        0.000        0.000    17149.489
  691  D105                    24431.054     8060.000    10000.000     8707.914        0.000        0.000    17149.489
  692  D130                    24499.421     8060.000    10000.000     8776.281        0.000        0.000    17149.489
  693  IBC1L27                 24499.421     8060.000    10000.000     8776.281        0.000        0.000    17149.489
  694  D127                    24563.220     8060.000    10000.000     8840.080        0.000        0.000    17149.489
  695  IPM1L28                 24563.220     8060.000    10000.000     8840.080        0.000        0.000    17149.489
  696  D123                    24580.028     8060.000    10000.000     8856.888        0.000        0.000    17149.489
  697  MQB1L28                 24595.028     8060.000    10000.000     8871.888        0.000        0.000    17149.489
  698  D128                    24624.759     8060.000    10000.000     8901.619        0.000        0.000    17149.489
  699  END                     24624.759     8060.000    10000.000     8901.619        0.000        0.000    17149.489
