# Universe 5. Values shown are for the Exit End of each Element:
# Index  name             key                         s         l           X           Y           Z       Theta         Phi         Psi
#                                                                                                           [rad]       [rad]       [rad]
     41  PO_17B7_XPITCH   Patch                34.50000   0.00000     0.89700   100.00000    34.44743    -0.07884     0.00000     0.00000
     42  D1706            Drift                39.00000   4.50000     0.54257   100.00000    38.93345    -0.07884     0.00000     0.00000
     43  PI_17B8_XPITCH   Patch                39.00000   0.00000     0.54257   100.00000    38.93345     0.00025     0.00000     0.00000
     44  PI_17B8_XOFF     Patch                39.00000   0.00000     0.54814   100.00000    38.93345     0.00025     0.00000     0.00000
     45  M17B8            Sbend                42.00000   3.00000     0.54890   100.00000    41.93345     0.00025     0.00000     0.00000
     46  PO_17B8_XOFF     Patch                42.00000   0.00000     0.42462   100.00000    41.93348     0.00025     0.00000     0.00000
     47  PO_17B8_XPITCH   Patch                42.00000   0.00000     0.42462   100.00000    41.93348     0.00025     0.00000     0.00000
     48  D1707#1          Drift                43.00000   1.00000     0.42488   100.00000    42.93348     0.00025     0.00000     0.00000
     49  M17E             Sbend                46.00000   3.00000     0.42564   100.00000    45.93348     0.00025     0.00000     0.00000
     50  D1707#2          Drift                50.50000   4.50000     0.42678   100.00000    50.43348     0.00025     0.00000     0.00000
     51  PI_17B9_XPITCH   Patch                50.50000   0.00000     0.42678   100.00000    50.43348     0.00025     0.00000     0.00000
     52  PI_17B9_XOFF     Patch                50.50000   0.00000     0.53678   100.00000    50.43345     0.00025     0.00000     0.00000
     53  M17B9            Sbend                53.50000   3.00000     0.53754   100.00000    53.43345     0.00025     0.00000     0.00000
     54  PO_17B9_XOFF     Patch                53.50000   0.00000     0.54625   100.00000    53.43345     0.00025     0.00000     0.00000
     55  PO_17B9_XPITCH   Patch                53.50000   0.00000     0.54625   100.00000    53.43345     0.07935     0.00000     0.00000
     56  D1708            Drift                55.00000   1.50000     0.66515   100.00000    54.92873     0.07935     0.00000     0.00000
     57  PI_17B10_XPITCH  Patch                55.00000   0.00000     0.66515   100.00000    54.92873     0.00025     0.00000     0.00000
     58  PI_17B10_XOFF    Patch                55.00000   0.00000     0.59663   100.00000    54.92875     0.00025     0.00000     0.00000
     59  M17B10           Sbend                58.00000   3.00000     0.59739   100.00000    57.92875     0.00025     0.00000     0.00000
     60  PO_17B10_XOFF    Patch                58.00000   0.00000     0.78462   100.00000    57.92870     0.00025     0.00000     0.00000
     61  PO_17B10_XPITCH  Patch                58.00000   0.00000     0.78462   100.00000    57.92870     0.00025     0.00000     0.00000
     62  D1709            Drift                70.00000  12.00000     0.78767   100.00000    69.92870     0.00025     0.00000     0.00000
     63  PI_17B11_XPITCH  Patch                70.00000   0.00000     0.78767   100.00000    69.92870     0.00025     0.00000     0.00000
     64  PI_17B11_XOFF    Patch                70.00000   0.00000     0.58767   100.00000    69.92875     0.00025     0.00000     0.00000
     65  M17B11           Sbend                73.00000   3.00000     0.58843   100.00000    72.92875     0.00025     0.00000     0.00000
     66  PO_17B11_XOFF    Patch                73.00000   0.00000     0.66972   100.00000    72.92873     0.00025     0.00000     0.00000
     67  PO_17B11_XPITCH  Patch                73.00000   0.00000     0.66972   100.00000    72.92873    -0.07884     0.00000     0.00000
     68  D1710            Drift                80.07500   7.07500     0.11248   100.00000    79.98175    -0.07884     0.00000     0.00000
     69  PI_17B12_XPITCH  Patch                80.07500   0.00000     0.11248   100.00000    79.98175    -0.03929     0.00000     0.00000
     70  PI_17B12_XOFF    Patch                80.07500   0.00000     0.31232   100.00000    79.98961    -0.03929     0.00000     0.00000
     71  M17B12           Sbend                83.07500   3.00000     0.19447   100.00000    82.98729    -0.03929     0.00000     0.00000
     72  PO_17B12_XOFF    Patch                83.07500   0.00000    -0.00547   100.00000    82.97943    -0.03929     0.00000     0.00000
     73  PO_17B12_XPITCH  Patch                83.07500   0.00000    -0.00547   100.00000    82.97943     0.00019     0.00000     0.00000
     74  D1711            Drift                95.09800  12.02300    -0.00316   100.00000    95.00243     0.00019     0.00000     0.00000
     75  END              Marker               95.09800   0.00000    -0.00316   100.00000    95.00243     0.00019     0.00000     0.00000
# Index  name             key                         s         l           X           Y           Z       Theta         Phi         Psi
#                                                                                                           [rad]       [rad]       [rad]
# Universe 5. Values shown are for the Exit End of each Element:
