# Universe 4. Values shown are for the Exit End of each Element:
# Index  name             key                         s         l           X           Y           Z       Theta         Phi         Psi
#                                                                                                           [rad]       [rad]       [rad]
     16  PO_15CB3A_XOFF   Patch                15.50000   0.00000    -0.47195   100.00000    15.49812     0.00007     0.00000     0.00000
     17  PO_15CB3A_XPITCH Patch                15.50000   0.00000    -0.47195   100.00000    15.49812    -0.07867     0.00000     0.00000
     18  D1502            Drift                17.50000   2.00000    -0.62913   100.00000    17.49194    -0.07867     0.00000     0.00000
     19  PI_15CB4A_XPITCH Patch                17.50000   0.00000    -0.62913   100.00000    17.49194     0.00007     0.00000     0.00000
     20  PI_15CB4A_XOFF   Patch                17.50000   0.00000    -0.64956   100.00000    17.49194     0.00007     0.00000     0.00000
     21  MCB4A            Sbend                20.50000   3.00000    -0.64934   100.00000    20.49194     0.00007     0.00000     0.00000
     22  PO_15CB4A_XOFF   Patch                20.50000   0.00000    -0.74709   100.00000    20.49195     0.00007     0.00000     0.00000
     23  PO_15CB4A_XPITCH Patch                20.50000   0.00000    -0.74709   100.00000    20.49195     0.00007     0.00000     0.00000
     24  D1503            Drift                21.50000   1.00000    -0.74701   100.00000    21.49195     0.00007     0.00000     0.00000
     25  PI_15B5_XPITCH   Patch                21.50000   0.00000    -0.74701   100.00000    21.49195     0.00007     0.00000     0.00000
     26  PI_15B5_XOFF     Patch                21.50000   0.00000    -0.57927   100.00000    21.49194     0.00007     0.00000     0.00000
     27  M15B5            Sbend                24.50000   3.00000    -0.57905   100.00000    24.49194     0.00007     0.00000     0.00000
     28  PO_15B5_XOFF     Patch                24.50000   0.00000    -0.61280   100.00000    24.49194     0.00007     0.00000     0.00000
     29  PO_15B5_XPITCH   Patch                24.50000   0.00000    -0.61280   100.00000    24.49194     0.08934     0.00000     0.00000
     30  D1504#1          Drift                25.00000   0.50000    -0.56819   100.00000    24.98994     0.08934     0.00000     0.00000
     31  M15E             Sbend                28.00000   3.00000    -0.30052   100.00000    27.97798     0.08934     0.00000     0.00000
     32  D1504#2          Drift                31.50000   3.50000     0.01176   100.00000    31.46402     0.08934     0.00000     0.00000
     33  PI_15B6_XPITCH   Patch                31.50000   0.00000     0.01176   100.00000    31.46402     0.00007     0.00000     0.00000
     34  PI_15B6_XOFF     Patch                31.50000   0.00000     0.02146   100.00000    31.46402     0.00007     0.00000     0.00000
     35  M15B6            Sbend                34.50000   3.00000     0.02167   100.00000    34.46402     0.00007     0.00000     0.00000
     36  PO_15B6_XOFF     Patch                34.50000   0.00000     0.14597   100.00000    34.46401     0.00007     0.00000     0.00000
     37  PO_15B6_XPITCH   Patch                34.50000   0.00000     0.14597   100.00000    34.46401     0.00007     0.00000     0.00000
     38  D1505            Drift                58.50000  24.00000     0.14771   100.00000    58.46401     0.00007     0.00000     0.00000
     39  PI_15B7_XPITCH   Patch                58.50000   0.00000     0.14771   100.00000    58.46401     0.00007     0.00000     0.00000
     40  PI_15B7_XOFF     Patch                58.50000   0.00000     0.17341   100.00000    58.46401     0.00007     0.00000     0.00000
     41  M15B7            Sbend                61.50000   3.00000     0.17363   100.00000    61.46401     0.00007     0.00000     0.00000
     42  PO_15B7_XOFF     Patch                61.50000   0.00000     0.01393   100.00000    61.46402     0.00007     0.00000     0.00000
     43  PO_15B7_XPITCH   Patch                61.50000   0.00000     0.01393   100.00000    61.46402    -0.08920     0.00000     0.00000
     44  D1506            Drift                63.50000   2.00000    -0.16422   100.00000    63.45607    -0.08920     0.00000     0.00000
     45  PI_15B8_XPITCH   Patch                63.50000   0.00000    -0.16422   100.00000    63.45607     0.00007     0.00000     0.00000
     46  PI_15B8_XOFF     Patch                63.50000   0.00000    -0.12622   100.00000    63.45607     0.00007     0.00000     0.00000
     47  M15B8            Sbend                66.50000   3.00000    -0.12601   100.00000    66.45607     0.00007     0.00000     0.00000
     48  PO_15B8_XOFF     Patch                66.50000   0.00000    -0.29800   100.00000    66.45608     0.00007     0.00000     0.00000
     49  PO_15B8_XPITCH   Patch                66.50000   0.00000    -0.29800   100.00000    66.45608     0.00007     0.00000     0.00000
     50  D1507            Drift                68.50000   2.00000    -0.29785   100.00000    68.45608     0.00007     0.00000     0.00000
     51  PI_15B9_XPITCH   Patch                68.50000   0.00000    -0.29785   100.00000    68.45608     0.00007     0.00000     0.00000
     52  PI_15B9_XOFF     Patch                68.50000   0.00000    -0.12586   100.00000    68.45607     0.00007     0.00000     0.00000
     53  M15B9            Sbend                71.50000   3.00000    -0.12564   100.00000    71.45607     0.00007     0.00000     0.00000
     54  PO_15B9_XOFF     Patch                71.50000   0.00000    -0.20315   100.00000    71.45607     0.00007     0.00000     0.00000
     55  PO_15B9_XPITCH   Patch                71.50000   0.00000    -0.20315   100.00000    71.45607     0.06304     0.00000     0.00000
     56  D1508            Drift                73.00800   1.50800    -0.10814   100.00000    72.96108     0.06304     0.00000     0.00000
     57  PI_15B10_XPITCH  Patch                73.00800   0.00000    -0.10814   100.00000    72.96108     0.00007     0.00000     0.00000
     58  PI_15B10_XOFF    Patch                73.00800   0.00000     0.06447   100.00000    72.96106     0.00007     0.00000     0.00000
     59  M15B10           Sbend                76.00800   3.00000     0.06468   100.00000    75.96106     0.00007     0.00000     0.00000
     60  PO_15B10_XOFF    Patch                76.00800   0.00000    -0.01343   100.00000    75.96107     0.00007     0.00000     0.00000
     61  PO_15B10_XPITCH  Patch                76.00800   0.00000    -0.01343   100.00000    75.96107     0.00007     0.00000     0.00000
     62  D1509            Drift                95.00000  18.99200    -0.01206   100.00000    94.95307     0.00007     0.00000     0.00000
     63  END              Marker               95.00000   0.00000    -0.01206   100.00000    94.95307     0.00007     0.00000     0.00000
# Index  name             key                         s         l           X           Y           Z       Theta         Phi         Psi
#                                                                                                           [rad]       [rad]       [rad]
# Universe 4. Values shown are for the Exit End of each Element:
